Index,KOD_FASILITI,STATUS,SEKTOR,SUBSEKTOR,PROGRAM_GROUP,NEGERI,DAERAH,KATEGORI_FASILITI,JENIS_FASILITI,NAMA,ALAMAT,BANDAR,POSKOD,DAERAH_PENTADBIRAN,TELEFON,EMEL,URBAN_RURAL,LATITUD,LONGITUD
4270,21-04020108,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),KLINIK PERGIGIAN JASIN,77000 MELAKA,,77000,,,,,2.307502,102.4301
4271,21-04020037D,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN UMBAI,77300 MELAKA,,77300,,,,,2.159262,102.3422
4272,21-04020031D,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SUNGAI RAMBAI,"KM 32, SG. RAMBAI, 77400 MERLIMAU, MELAKA",,77400,,,,,2.124414,102.493
4273,21-04020030D,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SIMPANG BEKOH,"KAMPUNG SIMPANG BEKOH, 77100 ASAHAN, MELAKA",,77100,,,,,2.35967,102.5121
4274,21-04020028D,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SELANDAR,"JALAN MACAP, 77500 MELAKA",,77500,,,,,2.387704,102.3723
4275,21-04020025D,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN MERLIMAU,"JALAN BESAR MERLIMAU, 77300 MELAKA",,77300,,,,,2.153616,102.4277
4276,21-04020242,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN DATUK HJ BAGINDA,"KM 14, KAMPUNG UMBAI 77300 MERLIMAU, JASIN, MELAKA",,77300,,,,,2.153647,102.3499
4277,21-04020239,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN AIR BARUK,"JALAN PAYA BATU, 77000 JASIN, MELAKA",,77000,,,,,2.307554,102.4273
4278,21-04020253,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,"JALAN BUNGA TANJUNG, TAMAN MAJU, 77000 JASIN, MELAKA",,77000,,,,,2.301014,102.423
4279,21-04020247,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN DATUK BENDAHARA,"JALAN PEGAWAI, 77000 JASIN, MELAKA",,77000,,,,,2.307675,102.425
4280,21-04020246,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN DATO' ABDUL RAHMAN YA'KUB,"JALAN JASIN, 77300 MERLIMAU, JASIN, MELAKA",,77300,,,,,2.158624,102.4274
4281,21-04020193D,BUKA,AWAM,KKM,,MELAKA,JASIN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI RTC,KLINIK PERGIGIAN DI KLINIK KOMUNITI RTC SUNGAI RAMBAI,"LOT 6, BANGUNAN R & R, 77400 MERLIMAU , MELAKA",,77400,,,,,2.1325,102.4958
4282,91-04030104,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN DAERAH,PEJABAT KESIHATAN PERGIGIAN DAERAH MELAKA TENGAH,"JALAN TUN SRI LANANG, 75100 MELAKA",,75100,,,,,2.205291,102.2529
4283,21-04030330,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),KLINIK PERGIGIAN AYER MOLEK TAMBAHAN,"AYER MOLEK, 75460 MELAKA TENGAH, MELAKA",,75460,,,,,2.203999,102.3154
4284,21-04030109,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),KLINIK PERGIGIAN MELAKA TENGAH,"JLN TUN SRI LANANG, 75100 MELAKA",,75100,,,,,2.204564,102.2528
4285,21-04030267D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BATU BERENDAM,"LOT 7143, 75350 MELAKA",,75350,,,,,2.239179,102.26
4286,21-04030035D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN UJONG PASIR,"JALAN UJONG PASIR, 75150 MELAKA",,75150,,,,,2.187309,102.2712
4287,21-04030034D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN TENGKERA,"JALAN DATO WIRA POH AH TIAM, LORONG PANDAN, JALAN TENGKERA, 75200 MELAKA",,75200,,,,,2.213776,102.2301
4288,21-04030033D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SERI TANJUNG,"76400 TG. KLING, MELAKA",,76400,,,,,2.242377,102.1584
4289,21-04030032D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SG UDANG,"76300 SG UDANG, MELAKA",,76300,,,,,2.280643,102.1321
4290,21-04030027D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN PERINGGIT,"JLN PERINGGIT, 75400 MELAKA",,75400,,,,,2.222533,102.2543
4291,21-04030020D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN KLEBANG BESAR,"JLN KLEBANG BESAR, 75200 MELAKA",,75200,,,,,2.218564,102.2007
4292,21-04030013D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN CHENG,"75250 CHENG, MELAKA",,75250,,,,,2.274395,102.2152
4293,21-04030012D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BUKIT RAMBAI,"JALAN BUKIT RAMBAI, 75250 BUKIT RAMBAI, MELAKA",,75250,,,,,2.254883,102.18
4294,21-04030011D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN AYER MOLEK,"75460 AYER MOLEK, MELAKA",,75460,,,,,2.207336,102.3159
4295,21-04030010D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN AYER KEROH,"JLN AYER KEROH LAMA, 75450 MELAKA",,75450,,,,,2.267426,102.2847
4296,11-04030005D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL MELAKA,"JALAN MUFTI HAJI KHALIL, 75400, PERINGGIT, MELAKA",,75400,,,,,2.217235,102.2613
4297,21-04030262,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN TENGKERA 1,"JALAN TENGKERA, 75200 MELAKA",,75200,,,,,2.205234,102.227
4298,21-04030261,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN TANGGA BATU,"KM 16, SUNGAI UDANG, 76300 MELAKA",,76300,,,,,2.262698,102.1486
4299,21-04030260,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN SERI BANDAR,"JLN. AIR LELEH, 75100 MELAKA TENGAH, MELAKA",,75100,,,,,2.199305,102.2627
4300,21-04030259,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN BANDAR HILIR,"NO. 17, JALAN PARAMESWARA, 75000 MELAKA",,75000,,,,,2.191364,102.2523
4301,21-04030258,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) YOK BIN,"121, JALAN KUBU MELAKA, 75300 MELAKA",,75300,,,,,2.200347,102.2463
4302,21-04030257,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) WEN HUA,"75350 BATU BERENDAM, MELAKA",,75350,,,,,2.239179,102.26
4303,21-04030256,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) NOTRE DAME,"263, JLN. GAJAH BERANG, 75200 MELAKA",,75200,,,,,2.207052,102.2423
4304,21-04030255,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) KEH SENG,"BUKIT BARU, 75150 MELAKA",,75150,,,,,2.216517,102.2693
4305,21-04030244,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN TAMAN BUKIT RAMBAI,"BUKIT RAMBAI, 75250 MELAKA",,75250,,,,,2.258041,102.1713
4306,21-04030243,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN (P) METHODIST 1,"440-B, JLN. TENGKERA, 75200 MELAKA",,75200,,,,,2.20374,102.2337
4307,21-04030241,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN BUKIT BARU,"KM 5, BUKIT BARU 75150 MELAKA",,75150,,,,,2.21159,102.2764
4308,21-04030238,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) SIANG LIN,"67, JALAN DURIAN DAUN, 75400 MELAKA TENGAH, MELAKA",,75400,,,,,2.204829,102.2576
4309,21-04030237,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) PING MING,"78, JLN. TUN SRI LANANG, 75100 MELAKA",,75100,,,,,2.206396,102.2536
4310,21-04030236,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) PAY FONG 2,"225, JALAN PARAMESWARA 75000 MELAKA",,75000,,,,,2.19095,102.2598
4311,21-04030235,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN CONVENT OF THE INFANT JESUS 1,"144, JALAN PARAMESWARA, 75000 MELAKA",,75000,,,,,2.189116,102.2561
4312,21-04030234,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN KEM TERENDAK 1,"KEM TERENDAK, 76200 MELAKA",,76200,,,,,2.28499,102.1118
4313,21-04030233,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN METHODIST ACS,"JLN. TENGKERA, 75200 MELAKA",,75200,,,,,2.204665,102.2362
4314,21-04030230,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN JLN DATUK PALEMBANG,"BUKIT BARU, 75150 MELAKA",,75150,,,,,2.225724,102.2786
4315,21-04030254,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN MUNSHI ABDULLAH,"BATU BERENDAM, 75350 MELAKA",,75350,,,,,2.255134,102.2555
4316,21-04030252,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN TINGGI PEREMPUAN,"LORONG TUN FATIMAH, JALAN DURIAN DAUN, 75400 MELAKA",,75400,,,,,2.207105,102.2577
4317,21-04030250,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH SAINS MUZAFFAR SHAH,"75450 AYER KEROH, MELAKA",,75450,,,,,2.243507,102.2904
4318,21-04030232,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN ST FRANCIS,"JLN. PARAMESWARA, 75000 MELAKA",,75000,,,,,2.190833,102.2527
4319,21-04030194D,BUKA,AWAM,KKM,,MELAKA,MELAKA TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI UTC,KLINIK PERGIGIAN DI KLINIK KESIHATAN UTC MELAKA,"BANGUNAN UTC, JALAN HANG TUAH, 75300 MELAKA",,75300,,,,,2.201986,102.2468
4321,91-05010118,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JELEBU,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN DAERAH,PEJABAT KESIHATAN PERGIGIAN DAERAH JELEBU,"KUALA KLAWANG, 71600 JELEBU, NEGERI SEMBILAN",,71600,,,,,2.955461,102.0607
4322,21-05010133,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JELEBU,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),KLINIK PERGIGIAN PETALING,"71600 KUALA KLAWANG, JELEBU, NEGERI SEMBILAN",,71600,,,,,2.94814,102.0603
4323,21-05010051D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JELEBU,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SIMPANG DURIAN,"72400 SIMPANG DURIAN, JELEBU, NEGERI SEMBILAN",,72400,,,,,3.100953,102.2209
4324,21-05010043D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JELEBU,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN PERTANG,"72300 PERTANG, JELEBU, NEGERI SEMBILAN",,72300,,,,,2.955609,102.2246
4325,21-05010027D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JELEBU,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN JELEBU,"TINGKAT 1, 71600 KUALA KLAWANG, JELEBU, NEGERI SEMBILAN",,71600,,,,,2.955131,102.0597
4326,21-05010292,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JELEBU,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) CHUN YIN,"71650 TITI, JELEBU, NEGERI SEMBILAN",,71650,,,,,2.998876,102.0787
4327,91-05020121,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN DAERAH,PEJABAT KESIHATAN PERGIGIAN DAERAH JEMPOL,"BLOK PENTADBIRAN PERGIGIAN, 72120 BANDAR SERI JEMPOL, NEGERI SEMBILAN",,72120,,,,,2.903417,102.4011
4328,21-05020189,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),KLINIK PERGIGIAN BANDAR SERI JEMPOL,"72120 BANDAR SERI JEMPOL, NEGERI SEMBILAN",,72120,,,,,2.897538,102.3946
4329,21-05070938D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN ROMPIN JEMPOL,"KAMPNG BARU ROMPIN, 73500 JEMPOL, NEGERI SEMBILAN",,73500,,,,,2.690624,102.516
4330,21-05020050D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SERTING HILIR,"72120 BANDAR SERI JEMPOL, NEGERI SEMBILAN",,72120,,,,,2.945446,102.4933
4331,21-05020040D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,"KLINIK PERGIGIAN DI KLINIK KESIHATAN PALONG 9, 10 & 11","73470 GEMAS, NEGERI SEMBILAN",,73470,,,,,2.581392,102.6117
4332,21-05020039D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN PALONG 7 & 8,"73470 GEMAS, NEGERI SEMBILAN",,73470,,,,,2.581392,102.6117
4333,21-05020038D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,"KLINIK PERGIGIAN DI KLINIK KESIHATAN PALONG 4, 5 & 6","73430 GEMAS, NEGERI SEMBILAN",,73430,,,,,2.581392,102.6117
4334,21-05020034D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN LUI MUDA,"72120 BANDAR SERI JEMPOL, NEGERI SEMBILAN",,72120,,,,,3.026181,102.3695
4335,21-05020028D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BANDAR SERI JEMPOL,"72120 BANDAR SERI JEMPOL, NEGERI SEMBILAN",,72120,,,,,2.897651,102.3947
4336,21-05020021D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BAHAU,"72100 BAHAU, NEGERI SEMBILAN",,72100,,,,,2.810967,102.4016
4337,21-05020289,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) BAHAU,"KM 2, 72100 BAHAU, NEGERI SEMBILAN",,72100,,,,,2.808185,102.4043
4338,21-05020273,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN (FELDA) PALONG 5,"73430 GEMAS, NEGERI SEMBILAN",,73430,,,,,2.581392,102.6117
4339,21-05020270,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN ST AIDAN,"72100 BAHAU, NEGERI SEMBILAN",,72100,,,,,2.809634,102.3947
4340,21-05020269,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) CHI WEN,"72100 BAHAU, NEGERI SEMBILAN",,72100,,,,,2.808897,102.4025
4341,21-05020259,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN SERTING HILIR KOMPLEKS,"FELDA SERTING HILIR,72120 BANDAR SERI JEMPOL, NEGERI SEMBILAN",,72120,,,,,2.93975,102.5067
4342,21-05020271,BUKA,AWAM,KKM,,NEGERI SEMBILAN,JEMPOL,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN BAHAU,"72100 BAHAU, NEGERI SEMBILAN",,72100,,,,,2.799652,102.4135
4343,91-05030119,BUKA,AWAM,KKM,,NEGERI SEMBILAN,KUALA PILAH,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN DAERAH,PEJABAT KESIHATAN PERGIGIAN DAERAH KUALA PILAH,"JALAN MACPHERSON, 72000 KUALA PILAH, NEGERI SEMBILAN",,72000,,,,,2.73808,102.2484
4344,21-05030132,BUKA,AWAM,KKM,,NEGERI SEMBILAN,KUALA PILAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),KLINIK PERGIGIAN BESAR KUALA PILAH,"72000 KUALA PILAH, NEGERI SEMBILAN",,72000,,,,,2.738733,102.2497
4345,21-05030037D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,KUALA PILAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN PADANG LEBAR,"72120 BATU KIKIR, NEGERI SEMBILAN",,72120,,,,,2.859445,102.2704
4346,21-05030031D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,KUALA PILAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN KUALA PILAH,"72000 KUALA PILAH, NEGERI SEMBILAN",,72000,,,,,2.740163,102.2497
4347,21-05030030D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,KUALA PILAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN JUASSEH,"72100 JUASSEH, NEGERI SEMBILAN",,72100,,,,,2.79334,102.303
4348,21-05030029D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,KUALA PILAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN JOHOL,"73100 JOHOL, NEGERI SEMBILAN",,73100,,,,,2.609137,102.2683
4349,11-05030014D,BUKA,AWAM,KKM,,NEGERI SEMBILAN,KUALA PILAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL TUNKU AMPUAN NAJIHAH,"KM 3 JALAN MELANG, 72000 KUALA PILAH, NEGERI SEMBILAN",,72000,,,,,2.733185,102.2315
4350,21-05030284,BUKA,AWAM,KKM,,NEGERI SEMBILAN,KUALA PILAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN BATU KIKIR,"72120 BATU KIKIR, NEGERI SEMBILAN",,72200,,,,,2.826,102.3156
